taxid,rank,name,id
681876,family,Coronaviridae,11118
681876,subfamily,Coronavirinae,693995
681876,no rank,unclassified Coronavirinae,2664420
681876,species,Kenya bat coronavirus BtKY31,681876
2042642,class,Pisoniviricetes,2732506
2042642,order,Nidovirales,76804
2042642,suborder,Cornidovirineae,2499399
2042642,family,Coronaviridae,11118
2042642,subfamily,Orthocoronavirinae,2501931
2042642,genus,Alphacoronavirus,693996
2042642,no rank,unclassified Alphacoronavirus,366617
2042642,species,Kenya bat coronavirus BtKY33/2006,2042642
681878,class,Pisoniviricetes,2732506
681878,order,Nidovirales,76804
681878,suborder,Cornidovirineae,2499399
681878,family,Coronaviridae,11118
681878,subfamily,Coronavirinae,693995
681878,no rank,unclassified Coronavirinae,2664420
681878,species,Kenya bat coronavirus BtKY34,681878
681879,class,Pisoniviricetes,2732506
681879,order,Nidovirales,76804
681879,suborder,Cornidovirineae,2499399
681879,family,Coronaviridae,11118
681879,subfamily,Coronavirinae,693995
681879,no rank,unclassified Coronavirinae,2664420
681879,species,Kenya bat coronavirus BtKY35,681879
681880,class,Pisoniviricetes,2732506
681880,order,Nidovirales,76804
681880,suborder,Cornidovirineae,2499399
681880,family,Coronaviridae,11118
681880,subfamily,Coronavirinae,693995
681880,no rank,unclassified Coronavirinae,2664420
681880,species,Kenya bat coronavirus BtKY36,681880
681881,class,Pisoniviricetes,2732506
681881,order,Nidovirales,76804
681881,suborder,Cornidovirineae,2499399
681881,family,Coronaviridae,11118
681881,subfamily,Coronavirinae,693995
681881,no rank,unclassified Coronavirinae,2664420
681881,species,Kenya bat coronavirus BtKY37,681881
2042643,class,Pisoniviricetes,2732506
2042643,order,Nidovirales,76804
2042643,suborder,Cornidovirineae,2499399
2042643,family,Coronaviridae,11118
2042643,subfamily,Orthocoronavirinae,2501931
2042643,genus,Alphacoronavirus,693996
2042643,no rank,unclassified Alphacoronavirus,366617
2042643,species,Kenya bat coronavirus/KY33/2006,2042643
983928,class,Pisoniviricetes,2732506
983928,order,Nidovirales,76804
983928,suborder,Cornidovirineae,2499399
983928,family,Coronaviridae,11118
983928,subfamily,Orthocoronavirinae,2501931
983928,genus,Alphacoronavirus,693996
983928,no rank,unclassified Alphacoronavirus,366617
983928,species,Miniopterus bat coronavirus/Kenya/KY33/2006,983928
1647219,class,Monjiviricetes,2497574
1647219,order,Mononegavirales,11157
1647219,family,Paramyxoviridae,11158
1647219,no rank,unclassified Paramyxoviridae,336871
1647219,species,Paramyxovirus PREDICT_PMV-19,1647219
2558884,class,Papovaviricetes,2732421
2558884,order,Sepolyvirales,2732532
2558884,family,Polyomaviridae,151341
2558884,no rank,unclassified Polyomaviridae,1723728
2558884,species,Polyomavirus PREDICT_PyV-15,2558884
2558885,class,Papovaviricetes,2732421
2558885,order,Sepolyvirales,2732532
2558885,family,Polyomaviridae,151341
2558885,no rank,unclassified Polyomaviridae,1723728
2558885,species,Polyomavirus PREDICT_PyV-22,2558885
2558886,class,Papovaviricetes,2732421
2558886,order,Sepolyvirales,2732532
2558886,family,Polyomaviridae,151341
2558886,no rank,unclassified Polyomaviridae,1723728
2558886,species,Polyomavirus PREDICT_PyV-23,2558886
548468,class,Stelpaviricetes,2732507
548468,order,Stellavirales,2732551
548468,family,Astroviridae,39733
548468,genus,Mamastrovirus,249588
548468,no rank,unclassified Mamastrovirus,526119
548468,species,Bat astrovirus 1,548468
2559933,class,Stelpaviricetes,2732507
2559933,order,Stellavirales,2732551
2559933,family,Astroviridae,39733
2559933,genus,Mamastrovirus,249588
2559933,no rank,unclassified Mamastrovirus,526119
2559933,species,Bat astrovirus AFCD88,2559933
2559935,class,Stelpaviricetes,2732507
2559935,order,Stellavirales,2732551
2559935,family,Astroviridae,39733
2559935,genus,Mamastrovirus,249588
2559935,no rank,unclassified Mamastrovirus,526119
2559935,species,Bat astrovirus Mf/WOM990,2559935
2559936,class,Stelpaviricetes,2732507
2559936,order,Stellavirales,2732551
2559936,family,Astroviridae,39733
2559936,genus,Mamastrovirus,249588
2559936,no rank,unclassified Mamastrovirus,526119
2559936,species,Bat astrovirus Mf/XMM137,2559936
1523975,class,Stelpaviricetes,2732507
1523975,order,Stellavirales,2732551
1523975,family,Astroviridae,39733
1523975,no rank,unclassified Astroviridae,352926
1523975,species,Bat astrovirus Mm/NX25-1/Hainan,1523975
1523976,class,Stelpaviricetes,2732507
1523976,order,Stellavirales,2732551
1523976,family,Astroviridae,39733
1523976,no rank,unclassified Astroviridae,352926
1523976,species,Bat astrovirus Mm/NX25-2/Hainan,1523976
1523977,class,Stelpaviricetes,2732507
1523977,order,Stellavirales,2732551
1523977,family,Astroviridae,39733
1523977,no rank,unclassified Astroviridae,352926
1523977,species,Bat astrovirus Mm/NX28/Hainan,1523977
1523978,class,Stelpaviricetes,2732507
1523978,order,Stellavirales,2732551
1523978,family,Astroviridae,39733
1523978,no rank,unclassified Astroviridae,352926
1523978,species,Bat astrovirus Mm/NX29/Hainan,1523978
627586,class,Stelpaviricetes,2732507
627586,order,Stellavirales,2732551
627586,family,Astroviridae,39733
627586,genus,Mamastrovirus,249588
627586,no rank,unclassified Mamastrovirus,526119
627586,clade,Bat astroviruses,627518
627586,species,Bat astrovirus Tm/Guangxi/LD89/2007,627586
1074864,class,Pisoniviricetes,2732506
1074864,order,Picornavirales,464095
1074864,family,Picornaviridae,12058
1074864,no rank,unclassified Picornaviridae,478825
1074864,species,Bat picornavirus 2,1074864
1239578,class,Stelpaviricetes,2732507
1239578,order,Stellavirales,2732551
1239578,family,Astroviridae,39733
1239578,genus,Mamastrovirus,249588
1239578,species,Mamastrovirus 14,1239578
1239582,class,Stelpaviricetes,2732507
1239582,order,Stellavirales,2732551
1239582,family,Astroviridae,39733
1239582,genus,Mamastrovirus,249588
1239582,species,Mamastrovirus 18,1239582
2559938,class,Stelpaviricetes,2732507
2559938,order,Stellavirales,2732551
2559938,family,Astroviridae,39733
2559938,genus,Mamastrovirus,249588
2559938,no rank,unclassified Mamastrovirus,526119
2559938,species,Miniopterus fuliginosus astrovirus XMM445,2559938
1195283,class,Stelpaviricetes,2732507
1195283,order,Stellavirales,2732551
1195283,family,Astroviridae,39733
1195283,no rank,unclassified Astroviridae,352926
1195283,species,Miniopterus schreibersii astrovirus 12,1195283
1195289,class,Stelpaviricetes,2732507
1195289,order,Stellavirales,2732551
1195289,family,Astroviridae,39733
1195289,no rank,unclassified Astroviridae,352926
1195289,species,Miniopterus schreibersii astrovirus 6,1195289
2559939,class,Stelpaviricetes,2732507
2559939,order,Stellavirales,2732551
2559939,family,Astroviridae,39733
2559939,genus,Mamastrovirus,249588
2559939,no rank,unclassified Mamastrovirus,526119
2559939,species,Miniopterus schreibersii astrovirus 6/11/12,2559939
1195290,class,Stelpaviricetes,2732507
1195290,order,Stellavirales,2732551
1195290,family,Astroviridae,39733
1195290,no rank,unclassified Astroviridae,352926
1195290,species,Miniopterus schreibersii astrovirus 7,1195290
1195291,class,Stelpaviricetes,2732507
1195291,order,Stellavirales,2732551
1195291,family,Astroviridae,39733
1195291,no rank,unclassified Astroviridae,352926
1195291,species,Miniopterus schreibersii astrovirus 8,1195291
1195292,class,Stelpaviricetes,2732507
1195292,order,Stellavirales,2732551
1195292,family,Astroviridae,39733
1195292,no rank,unclassified Astroviridae,352926
1195292,species,Miniopterus schreibersii astrovirus 9,1195292
1647235,class,Monjiviricetes,2497574
1647235,order,Mononegavirales,11157
1647235,family,Paramyxoviridae,11158
1647235,no rank,unclassified Paramyxoviridae,336871
1647235,species,Paramyxovirus PREDICT_PMV-35,1647235
1647237,class,Monjiviricetes,2497574
1647237,order,Mononegavirales,11157
1647237,family,Paramyxoviridae,11158
1647237,no rank,unclassified Paramyxoviridae,336871
1647237,species,Paramyxovirus PREDICT_PMV-37,1647237
1647238,class,Monjiviricetes,2497574
1647238,order,Mononegavirales,11157
1647238,family,Paramyxoviridae,11158
1647238,no rank,unclassified Paramyxoviridae,336871
1647238,species,Paramyxovirus PREDICT_PMV-38,1647238
1647250,class,Monjiviricetes,2497574
1647250,order,Mononegavirales,11157
1647250,family,Paramyxoviridae,11158
1647250,no rank,unclassified Paramyxoviridae,336871
1647250,species,Paramyxovirus PREDICT_PMV-50,1647250
1647251,class,Monjiviricetes,2497574
1647251,order,Mononegavirales,11157
1647251,family,Paramyxoviridae,11158
1647251,no rank,unclassified Paramyxoviridae,336871
1647251,species,Paramyxovirus PREDICT_PMV-51,1647251
1647252,class,Monjiviricetes,2497574
1647252,order,Mononegavirales,11157
1647252,family,Paramyxoviridae,11158
1647252,no rank,unclassified Paramyxoviridae,336871
1647252,species,Paramyxovirus PREDICT_PMV-52,1647252
1647253,class,Monjiviricetes,2497574
1647253,order,Mononegavirales,11157
1647253,family,Paramyxoviridae,11158
1647253,no rank,unclassified Paramyxoviridae,336871
1647253,species,Paramyxovirus PREDICT_PMV-53,1647253
1532172,class,Pisoniviricetes,2732506
1532172,order,Nidovirales,76804
1532172,suborder,Cornidovirineae,2499399
1532172,family,Coronaviridae,11118
1532172,subfamily,Orthocoronavirinae,2501931
1532172,genus,Alphacoronavirus,693996
1532172,no rank,unclassified Alphacoronavirus,366617
1532172,species,Alphacoronavirus BtCoV/MSTM2/Min_nat/RSA/2010,1532172
1532173,class,Pisoniviricetes,2732506
1532173,order,Nidovirales,76804
1532173,suborder,Cornidovirineae,2499399
1532173,family,Coronaviridae,11118
1532173,subfamily,Orthocoronavirinae,2501931
1532173,genus,Alphacoronavirus,693996
1532173,no rank,unclassified Alphacoronavirus,366617
1532173,species,Alphacoronavirus BtCoV/MSTM6/Min_nat/RSA/2010,1532173
903599,class,Pisoniviricetes,2732506
903599,order,Nidovirales,76804
903599,suborder,Cornidovirineae,2499399
903599,family,Coronaviridae,11118
903599,subfamily,Coronavirinae,693995
903599,no rank,unclassified Coronavirinae,2664420
903599,species,Kenya bat coronavirus BtKY61,903599
903600,class,Pisoniviricetes,2732506
903600,order,Nidovirales,76804
903600,suborder,Cornidovirineae,2499399
903600,family,Coronaviridae,11118
903600,subfamily,Coronavirinae,693995
903600,no rank,unclassified Coronavirinae,2664420
903600,species,Kenya bat coronavirus BtKY62,903600
903601,class,Pisoniviricetes,2732506
903601,order,Nidovirales,76804
903601,suborder,Cornidovirineae,2499399
903601,family,Coronaviridae,11118
903601,subfamily,Coronavirinae,693995
903601,no rank,unclassified Coronavirinae,2664420
903601,species,Kenya bat coronavirus BtKY63,903601
903602,class,Pisoniviricetes,2732506
903602,order,Nidovirales,76804
903602,suborder,Cornidovirineae,2499399
903602,family,Coronaviridae,11118
903602,subfamily,Coronavirinae,693995
903602,no rank,unclassified Coronavirinae,2664420
903602,species,Kenya bat coronavirus BtKY64,903602
903603,class,Pisoniviricetes,2732506
903603,order,Nidovirales,76804
903603,suborder,Cornidovirineae,2499399
903603,family,Coronaviridae,11118
903603,subfamily,Coronavirinae,693995
903603,no rank,unclassified Coronavirinae,2664420
903603,species,Kenya bat coronavirus BtKY65,903603
903604,class,Pisoniviricetes,2732506
903604,order,Nidovirales,76804
903604,suborder,Cornidovirineae,2499399
903604,family,Coronaviridae,11118
903604,subfamily,Coronavirinae,693995
903604,no rank,unclassified Coronavirinae,2664420
903604,species,Kenya bat coronavirus BtKY66,903604
903605,class,Pisoniviricetes,2732506
903605,order,Nidovirales,76804
903605,suborder,Cornidovirineae,2499399
903605,family,Coronaviridae,11118
903605,subfamily,Coronavirinae,693995
903605,no rank,unclassified Coronavirinae,2664420
903605,species,Kenya bat coronavirus BtKY67,903605
2793711,class,Monjiviricetes,2497574
2793711,order,Mononegavirales,11157
2793711,family,Rhabdoviridae,11270
2793711,genus,Lyssavirus,11286
2793711,no rank,unclassified Lyssavirus,327825
2793711,species,Matlapitsi bat lyssavirus,2793711
983926,class,Pisoniviricetes,2732506
983926,order,Nidovirales,76804
983926,suborder,Cornidovirineae,2499399
983926,family,Coronaviridae,11118
983926,subfamily,Orthocoronavirinae,2501931
983926,genus,Alphacoronavirus,693996
983926,no rank,unclassified Alphacoronavirus,366617
983926,species,Miniopterus bat coronavirus/Kenya/KY27/2006,983926
1074863,class,Pisoniviricetes,2732506
1074863,order,Picornavirales,464095
1074863,family,Picornaviridae,12058
1074863,no rank,unclassified Picornaviridae,478825
1074863,species,Bat picornavirus 1,1074863
2691587,class,Pisoniviricetes,2732506
2691587,order,Nidovirales,76804
2691587,suborder,Cornidovirineae,2499399
2691587,family,Coronaviridae,11118
2691587,subfamily,Orthocoronavirinae,2501931
2691587,genus,Alphacoronavirus,693996
2691587,subgenus,Minunacovirus,2509497
2691587,no rank,unclassified Minunacovirus,2691586
2691587,species,Miniopterus pusillus bat coronavirus HKU8-related,2691587
1076415,class,Pisoniviricetes,2732506
1076415,order,Nidovirales,76804
1076415,suborder,Cornidovirineae,2499399
1076415,family,Coronaviridae,11118
1076415,subfamily,Orthocoronavirinae,2501931
1076415,genus,Alphacoronavirus,693996
1076415,no rank,unclassified Alphacoronavirus,366617
1076415,species,Alphacoronavirus M.sch/A/Spain/2004,1076415
1508221,class,Pisoniviricetes,2732506
1508221,order,Nidovirales,76804
1508221,suborder,Cornidovirineae,2499399
1508221,family,Coronaviridae,11118
1508221,subfamily,Orthocoronavirinae,2501931
1508221,genus,Alphacoronavirus,693996
1508221,subgenus,Pedacovirus,2509505
1508221,no rank,unclassified Pedacovirus,2691591
1508221,species,Anlong Ms bat coronavirus,1508221
1511634,class,Stelpaviricetes,2732507
1511634,order,Stellavirales,2732551
1511634,family,Astroviridae,39733
1511634,no rank,unclassified Astroviridae,352926
1511634,species,Astrovirus BAstV/V9/HUN/2013,1511634
627544,class,Stelpaviricetes,2732507
627544,order,Stellavirales,2732551
627544,family,Astroviridae,39733
627544,genus,Mamastrovirus,249588
627544,no rank,unclassified Mamastrovirus,526119
627544,clade,Bat astroviruses,627518
627544,species,Bat astrovirus Ms/Anhui/A894/2005,627544
627545,class,Stelpaviricetes,2732507
627545,order,Stellavirales,2732551
627545,family,Astroviridae,39733
627545,genus,Mamastrovirus,249588
627545,no rank,unclassified Mamastrovirus,526119
627545,clade,Bat astroviruses,627518
627545,species,Bat astrovirus Ms/Anhui/A909/2005,627545
1523979,class,Stelpaviricetes,2732507
1523979,order,Stellavirales,2732551
1523979,family,Astroviridae,39733
1523979,no rank,unclassified Astroviridae,352926
1523979,species,Bat astrovirus Ms/BT017-1/Hainan,1523979
1523980,class,Stelpaviricetes,2732507
1523980,order,Stellavirales,2732551
1523980,family,Astroviridae,39733
1523980,no rank,unclassified Astroviridae,352926
1523980,species,Bat astrovirus Ms/BT017-2/Hainan,1523980
1523981,class,Stelpaviricetes,2732507
1523981,order,Stellavirales,2732551
1523981,family,Astroviridae,39733
1523981,no rank,unclassified Astroviridae,352926
1523981,species,Bat astrovirus Ms/CM031/Hainan,1523981
627546,class,Stelpaviricetes,2732507
627546,order,Stellavirales,2732551
627546,family,Astroviridae,39733
627546,genus,Mamastrovirus,249588
627546,no rank,unclassified Mamastrovirus,526119
627546,clade,Bat astroviruses,627518
627546,species,Bat astrovirus Ms/Fujian/A1196/2006,627546
627547,class,Stelpaviricetes,2732507
627547,order,Stellavirales,2732551
627547,family,Astroviridae,39733
627547,genus,Mamastrovirus,249588
627547,no rank,unclassified Mamastrovirus,526119
627547,clade,Bat astroviruses,627518
627547,species,Bat astrovirus Ms/Guangxi/A629/2005,627547
934421,class,Stelpaviricetes,2732507
934421,order,Stellavirales,2732551
934421,family,Astroviridae,39733
934421,genus,Mamastrovirus,249588
934421,no rank,unclassified Mamastrovirus,526119
934421,clade,Bat astroviruses,627518
934421,species,Bat astrovirus Ms/HK61/CHN/2007,934421
1523982,class,Stelpaviricetes,2732507
1523982,order,Stellavirales,2732551
1523982,family,Astroviridae,39733
1523982,no rank,unclassified Astroviridae,352926
1523982,species,Bat astrovirus Ms/LS007/Hainan,1523982
1523983,class,Stelpaviricetes,2732507
1523983,order,Stellavirales,2732551
1523983,family,Astroviridae,39733
1523983,no rank,unclassified Astroviridae,352926
1523983,species,Bat astrovirus Ms/LS022/Hainan,1523983
934423,class,Stelpaviricetes,2732507
934423,order,Stellavirales,2732551
934423,family,Astroviridae,39733
934423,genus,Mamastrovirus,249588
934423,no rank,unclassified Mamastrovirus,526119
934423,clade,Bat astroviruses,627518
934423,species,Bat astrovirus Ms/sy10/CHN/2008,934423
934424,class,Stelpaviricetes,2732507
934424,order,Stellavirales,2732551
934424,family,Astroviridae,39733
934424,genus,Mamastrovirus,249588
934424,no rank,unclassified Mamastrovirus,526119
934424,clade,Bat astroviruses,627518
934424,species,Bat astrovirus Ms/sy12/CHN/2008,934424
934425,class,Stelpaviricetes,2732507
934425,order,Stellavirales,2732551
934425,family,Astroviridae,39733
934425,genus,Mamastrovirus,249588
934425,no rank,unclassified Mamastrovirus,526119
934425,clade,Bat astroviruses,627518
934425,species,Bat astrovirus Ms/sy14/CHN/2008,934425
934426,class,Stelpaviricetes,2732507
934426,order,Stellavirales,2732551
934426,family,Astroviridae,39733
934426,genus,Mamastrovirus,249588
934426,no rank,unclassified Mamastrovirus,526119
934426,clade,Bat astroviruses,627518
934426,species,Bat astrovirus Ms/sy16/CHN/2008,934426
934427,class,Stelpaviricetes,2732507
934427,order,Stellavirales,2732551
934427,family,Astroviridae,39733
934427,genus,Mamastrovirus,249588
934427,no rank,unclassified Mamastrovirus,526119
934427,clade,Bat astroviruses,627518
934427,species,Bat astrovirus Ms/sy18/CHN/2008,934427
934428,class,Stelpaviricetes,2732507
934428,order,Stellavirales,2732551
934428,family,Astroviridae,39733
934428,genus,Mamastrovirus,249588
934428,no rank,unclassified Mamastrovirus,526119
934428,clade,Bat astroviruses,627518
934428,species,Bat astrovirus Ms/sy20/CHN/2008,934428
934429,class,Stelpaviricetes,2732507
934429,order,Stellavirales,2732551
934429,family,Astroviridae,39733
934429,genus,Mamastrovirus,249588
934429,no rank,unclassified Mamastrovirus,526119
934429,clade,Bat astroviruses,627518
934429,species,Bat astrovirus Ms/sy22/CHN/2008,934429
934430,class,Stelpaviricetes,2732507
934430,order,Stellavirales,2732551
934430,family,Astroviridae,39733
934430,genus,Mamastrovirus,249588
934430,no rank,unclassified Mamastrovirus,526119
934430,clade,Bat astroviruses,627518
934430,species,Bat astrovirus Ms/sy23/CHN/2008,934430
934431,class,Stelpaviricetes,2732507
934431,order,Stellavirales,2732551
934431,family,Astroviridae,39733
934431,genus,Mamastrovirus,249588
934431,no rank,unclassified Mamastrovirus,526119
934431,clade,Bat astroviruses,627518
934431,species,Bat astrovirus Ms/sy25/CHN/2008,934431
934432,class,Stelpaviricetes,2732507
934432,order,Stellavirales,2732551
934432,family,Astroviridae,39733
934432,genus,Mamastrovirus,249588
934432,no rank,unclassified Mamastrovirus,526119
934432,clade,Bat astroviruses,627518
934432,species,Bat astrovirus Ms/sy3/CHN/2008,934432
934433,class,Stelpaviricetes,2732507
934433,order,Stellavirales,2732551
934433,family,Astroviridae,39733
934433,genus,Mamastrovirus,249588
934433,no rank,unclassified Mamastrovirus,526119
934433,clade,Bat astroviruses,627518
934433,species,Bat astrovirus Ms/sy32/CHN/2008,934433
934434,class,Stelpaviricetes,2732507
934434,order,Stellavirales,2732551
934434,family,Astroviridae,39733
934434,genus,Mamastrovirus,249588
934434,no rank,unclassified Mamastrovirus,526119
934434,clade,Bat astroviruses,627518
934434,species,Bat astrovirus Ms/sy37/CHN/2008,934434
934435,class,Stelpaviricetes,2732507
934435,order,Stellavirales,2732551
934435,family,Astroviridae,39733
934435,genus,Mamastrovirus,249588
934435,no rank,unclassified Mamastrovirus,526119
934435,clade,Bat astroviruses,627518
934435,species,Bat astrovirus Ms/sy6/CHN/2008,934435
934436,class,Stelpaviricetes,2732507
934436,order,Stellavirales,2732551
934436,family,Astroviridae,39733
934436,genus,Mamastrovirus,249588
934436,no rank,unclassified Mamastrovirus,526119
934436,clade,Bat astroviruses,627518
934436,species,Bat astrovirus Ms/sy8/CHN/2008,934436
1523984,class,Stelpaviricetes,2732507
1523984,order,Stellavirales,2732551
1523984,family,Astroviridae,39733
1523984,no rank,unclassified Astroviridae,352926
1523984,species,Bat astrovirus Ms/YG042/Hainan,1523984
1523985,class,Stelpaviricetes,2732507
1523985,order,Stellavirales,2732551
1523985,family,Astroviridae,39733
1523985,no rank,unclassified Astroviridae,352926
1523985,species,Bat astrovirus Ms/YG043/Hainan,1523985
934422,class,Stelpaviricetes,2732507
934422,order,Stellavirales,2732551
934422,family,Astroviridae,39733
934422,genus,Mamastrovirus,249588
934422,no rank,unclassified Mamastrovirus,526119
934422,clade,Bat astroviruses,627518
934422,species,Bat astrovirus Ms/YY41/CHN/2008,934422
1195167,class,Herviviricetes,2731363
1195167,order,Herpesvirales,548681
1195167,family,Herpesviridae,10292
1195167,subfamily,Betaherpesvirinae,10357
1195167,no rank,unclassified Betaherpesvirinae,35248
1195167,species,Bat betaherpesvirus B7D8,1195167
389160,class,Pisoniviricetes,2732506
389160,order,Nidovirales,76804
389160,suborder,Cornidovirineae,2499399
389160,family,Coronaviridae,11118
389160,subfamily,Orthocoronavirinae,2501931
389160,genus,Alphacoronavirus,693996
389160,no rank,unclassified Alphacoronavirus,366617
389160,species,Bat coronavirus Anhui/911/2005,389160
864610,class,Pisoniviricetes,2732506
864610,order,Nidovirales,76804
864610,suborder,Cornidovirineae,2499399
864610,family,Coronaviridae,11118
864610,subfamily,Coronavirinae,693995
864610,no rank,unclassified Coronavirinae,2664420
864610,species,Bat coronavirus BR98-14/BGR/2008,864610
864611,class,Pisoniviricetes,2732506
864611,order,Nidovirales,76804
864611,suborder,Cornidovirineae,2499399
864611,family,Coronaviridae,11118
864611,subfamily,Coronavirinae,693995
864611,no rank,unclassified Coronavirinae,2664420
864611,species,Bat coronavirus BR98-18/BGR/2008,864611
864612,class,Pisoniviricetes,2732506
864612,order,Nidovirales,76804
864612,suborder,Cornidovirineae,2499399
864612,family,Coronaviridae,11118
864612,subfamily,Coronavirinae,693995
864612,no rank,unclassified Coronavirinae,2664420
864612,species,Bat coronavirus BR98-30/BGR/2008,864612
864613,class,Pisoniviricetes,2732506
864613,order,Nidovirales,76804
864613,suborder,Cornidovirineae,2499399
864613,family,Coronaviridae,11118
864613,subfamily,Coronavirinae,693995
864613,no rank,unclassified Coronavirinae,2664420
864613,species,Bat coronavirus BR98-31/BGR/2008,864613
864614,class,Pisoniviricetes,2732506
864614,order,Nidovirales,76804
864614,suborder,Cornidovirineae,2499399
864614,family,Coronaviridae,11118
864614,subfamily,Coronavirinae,693995
864614,no rank,unclassified Coronavirinae,2664420
864614,species,Bat coronavirus BR98-37/BGR/2008,864614
864615,class,Pisoniviricetes,2732506
864615,order,Nidovirales,76804
864615,suborder,Cornidovirineae,2499399
864615,family,Coronaviridae,11118
864615,subfamily,Coronavirinae,693995
864615,no rank,unclassified Coronavirinae,2664420
864615,species,Bat coronavirus BR98-40/BGR/2008,864615
864616,class,Pisoniviricetes,2732506
864616,order,Nidovirales,76804
864616,suborder,Cornidovirineae,2499399
864616,family,Coronaviridae,11118
864616,subfamily,Coronavirinae,693995
864616,no rank,unclassified Coronavirinae,2664420
864616,species,Bat coronavirus BR98-52/BGR/2008,864616
864617,class,Pisoniviricetes,2732506
864617,order,Nidovirales,76804
864617,suborder,Cornidovirineae,2499399
864617,family,Coronaviridae,11118
864617,subfamily,Coronavirinae,693995
864617,no rank,unclassified Coronavirinae,2664420
864617,species,Bat coronavirus BR98-53/BGR/2008,864617
864618,class,Pisoniviricetes,2732506
864618,order,Nidovirales,76804
864618,suborder,Cornidovirineae,2499399
864618,family,Coronaviridae,11118
864618,subfamily,Coronavirinae,693995
864618,no rank,unclassified Coronavirinae,2664420
864618,species,Bat coronavirus BR98-55/BGR/2008,864618
389145,class,Pisoniviricetes,2732506
389145,order,Nidovirales,76804
389145,suborder,Cornidovirineae,2499399
389145,family,Coronaviridae,11118
389145,subfamily,Orthocoronavirinae,2501931
389145,genus,Alphacoronavirus,693996
389145,no rank,unclassified Alphacoronavirus,366617
389145,species,Bat coronavirus Fujian/773/2005,389145
550976,class,Pisoniviricetes,2732506
550976,order,Nidovirales,76804
550976,suborder,Cornidovirineae,2499399
550976,family,Coronaviridae,11118
550976,subfamily,Orthocoronavirinae,2501931
550976,genus,Alphacoronavirus,693996
550976,no rank,unclassified Alphacoronavirus,366617
550976,species,Bat coronavirus M.sch/Australia/CoV146/2007,550976
1788425,class,Pisoniviricetes,2732506
1788425,order,Nidovirales,76804
1788425,suborder,Cornidovirineae,2499399
1788425,family,Coronaviridae,11118
1788425,subfamily,Coronavirinae,693995
1788425,no rank,unclassified Coronavirinae,2664420
1788425,species,Bat coronavirus MsBtCoV/3710,1788425
1788415,class,Pisoniviricetes,2732506
1788415,order,Nidovirales,76804
1788415,suborder,Cornidovirineae,2499399
1788415,family,Coronaviridae,11118
1788415,subfamily,Coronavirinae,693995
1788415,no rank,unclassified Coronavirinae,2664420
1788415,species,Bat coronavirus MsBtCoV/4001-1,1788415
1788416,class,Pisoniviricetes,2732506
1788416,order,Nidovirales,76804
1788416,suborder,Cornidovirineae,2499399
1788416,family,Coronaviridae,11118
1788416,subfamily,Coronavirinae,693995
1788416,no rank,unclassified Coronavirinae,2664420
1788416,species,Bat coronavirus MsBtCoV/4001-2,1788416
1788426,class,Pisoniviricetes,2732506
1788426,order,Nidovirales,76804
1788426,suborder,Cornidovirineae,2499399
1788426,family,Coronaviridae,11118
1788426,subfamily,Coronavirinae,693995
1788426,no rank,unclassified Coronavirinae,2664420
1788426,species,Bat coronavirus MsBtCoV/4039,1788426
1788427,class,Pisoniviricetes,2732506
1788427,order,Nidovirales,76804
1788427,suborder,Cornidovirineae,2499399
1788427,family,Coronaviridae,11118
1788427,subfamily,Coronavirinae,693995
1788427,no rank,unclassified Coronavirinae,2664420
1788427,species,Bat coronavirus MsBtCoV/4056,1788427
1788428,class,Pisoniviricetes,2732506
1788428,order,Nidovirales,76804
1788428,suborder,Cornidovirineae,2499399
1788428,family,Coronaviridae,11118
1788428,subfamily,Coronavirinae,693995
1788428,no rank,unclassified Coronavirinae,2664420
1788428,species,Bat coronavirus MsBtCoV/4068,1788428
2015372,class,Tectiliviricetes,2732529
2015372,order,Rowavirales,2732559
2015372,family,Adenoviridae,10508
2015372,genus,Mastadenovirus,10509
2015372,species,Bat mastadenovirus D,2015372
2015374,class,Tectiliviricetes,2732529
2015374,order,Rowavirales,2732559
2015374,family,Adenoviridae,10508
2015374,genus,Mastadenovirus,10509
2015374,species,Bat mastadenovirus E,2015374
1658669,class,Quintoviricetes,2732422
1658669,order,Piccovirales,2732534
1658669,family,Parvoviridae,10780
1658669,subfamily,Parvovirinae,40119
1658669,genus,Protoparvovirus,1506574
1658669,no rank,unclassified Protoparvovirus,1506575
1658669,species,Bat parvovirus BtBV_V3,1658669
1658670,class,Quintoviricetes,2732422
1658670,order,Piccovirales,2732534
1658670,family,Parvoviridae,10780
1658670,subfamily,Parvovirinae,40119
1658670,genus,Protoparvovirus,1506574
1658670,no rank,unclassified Protoparvovirus,1506575
1658670,species,Bat parvovirus BtBV_V7,1658670
2169773,class,Quintoviricetes,2732422
2169773,order,Piccovirales,2732534
2169773,family,Parvoviridae,10780
2169773,subfamily,Parvovirinae,40119
2169773,genus,Bocaparvovirus,1507401
2169773,species,Chiropteran bocaparvovirus 4,2169773
2512110,no rank,root,1
2512110,superkingdom,Viruses,10239
2512110,no rank,unclassified viruses,12429
2512110,no rank,unclassified DNA viruses,2204151
2512110,no rank,unclassified ssDNA viruses,35342
2512110,species,Circo-like virus Croatia 17_S17,2512110
1932910,class,Papovaviricetes,2732421
1932910,order,Zurhausenvirales,2732533
1932910,family,Papillomaviridae,151340
1932910,subfamily,Firstpapillomavirinae,2169595
