Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,VirusFlagContaminant,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay
miniopterus natalensis,kenya bat coronavirus btky61,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU065405,2010,10,24,2007,7,NA
miniopterus natalensis,kenya bat coronavirus btky62,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU065406,2010,10,24,2007,7,NA
miniopterus natalensis,kenya bat coronavirus btky63,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU065407,2010,10,24,2007,7,NA
miniopterus natalensis,kenya bat coronavirus btky64,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU065408,2010,10,24,2007,7,NA
miniopterus natalensis,kenya bat coronavirus btky65,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU065409,2010,10,24,2007,7,NA
miniopterus natalensis,kenya bat coronavirus btky66,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU065410,2010,10,24,2007,7,NA
miniopterus natalensis,kenya bat coronavirus btky67,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU065411,2010,10,24,2007,7,NA
miniopterus natalensis,matlapitsi bat lyssavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,lyssavirus,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MT364249,2020,12,14,2015,9,2
miniopterus natalensis,miniopterus bat coronavirus/kenya/ky27/2006,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GQ920824,2009,10,13,2006,8,NA
miniopterus pusillus,bat astrovirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU847149,2008,8,3,2004,NA,NA
miniopterus pusillus,bat coronavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ020624,2015,5,28,2012,5,NA
miniopterus pusillus,bat coronavirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN312365,2020,6,1,NA,NA,NA
miniopterus pusillus,bat picornavirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ595340,2011,8,16,2008,12,19
miniopterus pusillus,mamastrovirus 18,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU847155,2008,8,3,2006,NA,NA
miniopterus pusillus,mamastrovirus sp.,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY054205,2020,2,24,2012,5,5
miniopterus pusillus,miniopterus bat coronavirus hku8,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN312379,2020,6,1,NA,NA,NA
miniopterus pusillus,miniopterus pusillus bat coronavirus hku8-related,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN611518,2019,12,31,2018,3,NA
miniopterus schreibersii,alphacoronavirus m.sch/a/spain/2004,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ184049,2011,8,21,2004,NA,NA
miniopterus schreibersii,alphacoronavirus sp.,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC334383,2017,11,28,NA,NA,NA
miniopterus schreibersii,anlong ms bat coronavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF294383,2014,10,30,2012,NA,NA
miniopterus schreibersii,astrovirus bastv/v9/hun/2013,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ652326,2014,6,25,2013,NA,NA
miniopterus schreibersii,bat alphacoronavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN312564,2020,6,1,NA,NA,NA
miniopterus schreibersii,bat astrovirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG004195,2018,6,24,2015,NA,NA
miniopterus schreibersii,bat astrovirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU847163,2008,8,3,2004,NA,NA
miniopterus schreibersii,bat astrovirus ms/anhui/a894/2005,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ571080,2009,3,25,2005,12,30
miniopterus schreibersii,bat astrovirus ms/anhui/a909/2005,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ571082,2009,3,25,2005,12,30
miniopterus schreibersii,bat astrovirus ms/bt017-1/hainan,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ571377,2014,7,24,2010,12,12
miniopterus schreibersii,bat astrovirus ms/bt017-2/hainan,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ571378,2014,7,24,2010,12,12
miniopterus schreibersii,bat astrovirus ms/cm031/hainan,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ571379,2014,7,24,2010,12,8
miniopterus schreibersii,bat astrovirus ms/fujian/a1196/2006,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ571084,2009,3,25,2006,3,1
miniopterus schreibersii,bat astrovirus ms/guangxi/a629/2005,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ571077,2009,3,25,2005,10,29
miniopterus schreibersii,bat astrovirus ms/hk61/chn/2007,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613174,2010,12,28,2007,6,NA
miniopterus schreibersii,bat astrovirus ms/ls007/hainan,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ571381,2014,7,24,2010,12,9
miniopterus schreibersii,bat astrovirus ms/ls022/hainan,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ571382,2014,7,24,2010,12,9
miniopterus schreibersii,bat astrovirus ms/sy10/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613160,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy12/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613161,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy14/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613162,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy16/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613163,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy18/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613164,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy20/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613165,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy22/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613166,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy23/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613167,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy25/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613168,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy3/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613157,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy32/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613169,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy37/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613170,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy6/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613158,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/sy8/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613159,2010,12,28,2008,6,NA
miniopterus schreibersii,bat astrovirus ms/yg042/hainan,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ571383,2014,7,24,2010,12,13
miniopterus schreibersii,bat astrovirus ms/yg043/hainan,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ571384,2014,7,24,2010,12,13
miniopterus schreibersii,bat astrovirus ms/yy41/chn/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ613171,2010,12,28,2008,6,NA
miniopterus schreibersii,bat betaherpesvirus b7d8,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ805139,2012,6,6,2011,3,12
miniopterus schreibersii,bat bocavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG912931,2018,4,23,2016,5,NA
miniopterus schreibersii,bat circovirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG912928,2018,4,23,2016,5,NA
miniopterus schreibersii,bat coronavirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF294268,2014,10,30,2012,NA,NA
miniopterus schreibersii,bat coronavirus 1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX285436,2017,11,14,2008,5,28
miniopterus schreibersii,bat coronavirus anhui/911/2005,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF434377,2007,4,10,NA,NA,NA
miniopterus schreibersii,bat coronavirus br98-14/bgr/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU190241,2010,8,25,2008,NA,NA
miniopterus schreibersii,bat coronavirus br98-18/bgr/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU190242,2010,8,25,2008,NA,NA
miniopterus schreibersii,bat coronavirus br98-30/bgr/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU190243,2010,8,25,2008,NA,NA
miniopterus schreibersii,bat coronavirus br98-31/bgr/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU190244,2010,8,25,2008,NA,NA
miniopterus schreibersii,bat coronavirus br98-37/bgr/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU190245,2010,8,25,2008,NA,NA
miniopterus schreibersii,bat coronavirus br98-40/bgr/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU190246,2010,8,25,2008,NA,NA
miniopterus schreibersii,bat coronavirus br98-52/bgr/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU190247,2010,8,25,2008,NA,NA
miniopterus schreibersii,bat coronavirus br98-53/bgr/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU190248,2010,8,25,2008,NA,NA
miniopterus schreibersii,bat coronavirus br98-55/bgr/2008,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU190240,2010,8,25,2008,NA,NA
miniopterus schreibersii,bat coronavirus fujian/773/2005,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF434376,2007,4,10,NA,NA,NA
miniopterus schreibersii,bat coronavirus hku6,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN312445,2020,6,1,NA,NA,NA
miniopterus schreibersii,bat coronavirus m.sch/australia/cov146/2007,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU834955,2008,8,4,2007,NA,NA
miniopterus schreibersii,bat coronavirus msbtcov/3710,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU343189,2016,3,2,2012,8,6
miniopterus schreibersii,bat coronavirus msbtcov/4001-1,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU343206,2016,3,2,2012,8,6
miniopterus schreibersii,bat coronavirus msbtcov/4001-2,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU343191,2016,3,2,2012,9,16
miniopterus schreibersii,bat coronavirus msbtcov/4039,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU343194,2016,3,2,2012,9,16
miniopterus schreibersii,bat coronavirus msbtcov/4056,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU343207,2016,3,2,2012,8,6
miniopterus schreibersii,bat coronavirus msbtcov/4068,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU343208,2016,3,2,2012,9,16
miniopterus schreibersii,bat hepatovirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,hepatovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT452745,2015,11,2,2008,NA,NA
miniopterus schreibersii,bat herpesvirus,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,NA,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KR261844,2015,10,10,2011,10,13
miniopterus schreibersii,bat mastadenovirus d,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mastadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT698856,2016,8,31,2012,8,6
miniopterus schreibersii,bat mastadenovirus e,NA,NA,NA,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,NA,NA,mastadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT698852,2016,8,31,2012,8,6
