Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,VirusFlagContaminant,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,VirusIntermediate
NA,bat astrovirus ms/sy10/chn/2008,153296,934423,TRUE,TRUE,scotophilus,vespertilionidae,chiroptera,mammalia,Scotophilus sp.,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Bat Astrovirus Ms/sy10/CHN/2008,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX858524, KX858525, KX858526, KX858521, KX858522, KX858523",2021,3,9,2013,3,1,Bat Astrovirus Ms/sy10/CHN/2008
apodemus sylvaticus,predict_mastv-116,105273,NA,TRUE,FALSE,apodemus,muridae,rodentia,mammalia,Apodemus sylvaticus,"Mus algirus, Mus chamaeropsis, Musculus dichrurus, Mus hayi, Mus hebridensis, Mus hirtensis, Mus intermedius, Mus islandicus, Mus pecchioli, Mus reboudia, Mus sylvaticus albus, Mus sylvaticus alpinus, Mus sylvaticus bergensis, Apodemus sylvaticus butei, Micromys sylvaticus callipides, Mus sylvaticus candidus, Mus sylvaticus celticus, Apodemus sylvaticus creticus, Apodemus hebridensis cumbrae, Apodemus hebridensis fiolagan, Sylvaemus sylvaticus flaviventris, Mus sylvaticus flavobrunneus, Mus sylvaticus fridariensis, Apodemus hebridensis ghia, Apodemus sylvaticus grandiculus, Apodemus fridariensis grantii, Mus sylvaticus griseus, Apodemus hebridensis hamiltoni, Mus sylvaticus isabellinus, Apodemus hebridensis larus, Mus sylvaticus leucocephalus, Apodemus hebridensis maclean, Apodemus sylvaticus maximus, Apodemus hebridensis nesiticus, Mus sylvaticus niger, Mus sylvaticus parvus, Apodemus sylvaticus spadix, Apodemus fridariensis thuleo, Apodemus hebridensis tirae, Apodemus hebridensis tural, Mus sylvaticus varius",mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-116,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054016,2021,3,9,2013,4,1,PREDICT_MAstV-116
apodemus sylvaticus,predict_mastv-129,105273,NA,TRUE,FALSE,apodemus,muridae,rodentia,mammalia,Apodemus sylvaticus,"Mus algirus, Mus chamaeropsis, Musculus dichrurus, Mus hayi, Mus hebridensis, Mus hirtensis, Mus intermedius, Mus islandicus, Mus pecchioli, Mus reboudia, Mus sylvaticus albus, Mus sylvaticus alpinus, Mus sylvaticus bergensis, Apodemus sylvaticus butei, Micromys sylvaticus callipides, Mus sylvaticus candidus, Mus sylvaticus celticus, Apodemus sylvaticus creticus, Apodemus hebridensis cumbrae, Apodemus hebridensis fiolagan, Sylvaemus sylvaticus flaviventris, Mus sylvaticus flavobrunneus, Mus sylvaticus fridariensis, Apodemus hebridensis ghia, Apodemus sylvaticus grandiculus, Apodemus fridariensis grantii, Mus sylvaticus griseus, Apodemus hebridensis hamiltoni, Mus sylvaticus isabellinus, Apodemus hebridensis larus, Mus sylvaticus leucocephalus, Apodemus hebridensis maclean, Apodemus sylvaticus maximus, Apodemus hebridensis nesiticus, Mus sylvaticus niger, Mus sylvaticus parvus, Apodemus sylvaticus spadix, Apodemus fridariensis thuleo, Apodemus hebridensis tirae, Apodemus hebridensis tural, Mus sylvaticus varius",mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-129,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054017,2021,3,9,2013,4,1,PREDICT_MAstV-129
cercopithecus ascanius,papiine gammaherpesvirus 1,105273,106332,TRUE,TRUE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus ascanius,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,Papiine Herpesvirus 1
chaerephon pumilus,chaerephon bat coronavirus/kenya/ky22/2006,105273,983929,TRUE,TRUE,chaerephon,molossidae,chiroptera,mammalia,Chaerephon pumilus,"Chaerephon pumila, Dysopes pumilus",alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Chaerephon bat coronavirus/Kenya/KY22/2006,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285349, KX285867, KX285894",2021,3,9,2013,4,1,Chaerephon bat coronavirus/Kenya/KY22/2006
chaerephon pumilus,eidolon bat coronavirus/kenya/ky24/2006,105273,64320,TRUE,TRUE,chaerephon,molossidae,chiroptera,mammalia,Chaerephon pumilus,"Chaerephon pumila, Dysopes pumilus",betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285353,2021,3,9,2013,4,1,Eidolon bat coronavirus
chlorocebus pygerythrus,predict_hv-22,105273,NA,TRUE,FALSE,chlorocebus,cercopithecidae,primates,mammalia,Chlorocebus pygerythrus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-22,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,PREDICT_HV-22
chlorocebus pygerythrus,predict_hv-40,105273,NA,TRUE,FALSE,chlorocebus,cercopithecidae,primates,mammalia,Chlorocebus pygerythrus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-40,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,PREDICT_HV-40
chlorocebus pygerythrus,cercopithecine betaherpesvirus 5,105273,50292,TRUE,TRUE,chlorocebus,cercopithecidae,primates,mammalia,Chlorocebus pygerythrus,NA,cytomegalovirus,herpesviridae,herpesvirales,herviviricetes,strain of Cercopithecine herpesvirus 5,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,Cercopithecine herpesvirus 5
chlorocebus pygerythrus,human gammaherpesvirus 8,105273,109047,TRUE,TRUE,chlorocebus,cercopithecidae,primates,mammalia,Chlorocebus pygerythrus,NA,rhadinovirus,herpesviridae,herpesvirales,herviviricetes,strain of Chlorocebus rhadinovirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,Chlorocebus rhadinovirus 1
chlorocebus pygerythrus,enterovirus j,105273,1330521,TRUE,TRUE,chlorocebus,cercopithecidae,primates,mammalia,Chlorocebus pygerythrus,NA,enterovirus,picornaviridae,picornavirales,pisoniviricetes,strain of Enterovirus J,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK215093, MK215094, MK215095, MK215096, MK215097, MK215120, MK215121, MK215122, MK215124, MK215126, MK215147, MK215148, MK215149, MK215150, MK215151, MK215098, MK215099, MK215100, MK215101, MK215102, MK215127, MK215128, MK215129, MK215130, MK215131, MK215079, MK215080, MK215081, MK215103, MK215104, MK215105, MK215106, MK215107, MK215132, MK215133, MK215134, MK215135, MK215136, MK215113, MK215114, MK215117, MK215118, MK215119, MK215082, MK215083, MK215084, MK215085, MK215087, MK215108, MK215109, MK215110, MK215111, MK215112, MK215142, MK215143, MK215144, MK215145, MK215146, MK215137, MK215138, MK215139, MK215140, MK215141, MK215088, MK215089, MK215090, MK215091, MK215092",2021,3,9,2013,4,1,Enterovirus J
chlorocebus pygerythrus,green monkey lymphocryptovirus/marrow/cii-040,105273,693997,TRUE,FALSE,chlorocebus,cercopithecidae,primates,mammalia,Chlorocebus pygerythrus,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Green monkey lymphocryptovirus/marrow/CII-040,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,Green monkey lymphocryptovirus/marrow/CII-040
chlorocebus pygerythrus,macacine herpesvirus 4/africa,105273,693997,TRUE,FALSE,chlorocebus,cercopithecidae,primates,mammalia,Chlorocebus pygerythrus,NA,NA,herpesviridae,herpesvirales,herviviricetes,strain of Macacine herpesvirus 4/Africa,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,Macacine herpesvirus 4/Africa
chlorocebus pygerythrus,papiine gammaherpesvirus 1,105273,106332,TRUE,TRUE,chlorocebus,cercopithecidae,primates,mammalia,Chlorocebus pygerythrus,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,Papiine Herpesvirus 1
NA,coronavirus predict cov-46,36801,64320,TRUE,TRUE,crocidura,soricidae,eulipotyphla,mammalia,Crocidura sp.,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-46,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286014,2021,3,9,2013,4,1,PREDICT_CoV-46
eidolon helvum,influenza a virus,105273,11320,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,Influenza A,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,Influenza A virus
eidolon helvum,predict_mastv-131,105273,NA,TRUE,FALSE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-131,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054019,2021,3,9,2013,4,1,PREDICT_MAstV-131
eidolon helvum,predict_mastv-133,105273,NA,TRUE,FALSE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-133,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KY054021, KY054022, KY054023",2021,3,9,2013,4,1,PREDICT_MAstV-133
eidolon helvum,predict_mastv-134,105273,NA,TRUE,FALSE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-134,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054024,2021,3,9,2013,4,1,PREDICT_MAstV-134
eidolon helvum,predict_mastv-188,105273,NA,TRUE,FALSE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-188,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054042,2021,3,9,2013,4,1,PREDICT_MAstV-188
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,105273,64320,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285398, KX285399, KX285400, KX285868, KX285869, KX285870, KX285871, KX285872, KX285888, KX285889, KX285890, KX285891, KX285990, KX285108, KX285109, KX285110, KX285401, KX285402, KX285403, KX285404, KX285405, KX285406, KX285407, KX285408, KX285409, KX285410, KX285844, KX285845, KX285846, KX285847, KX285848, KX285849, KX285850, KX285851, KX285852, KX285853, KX285411, KX285412, KX285413, KX285414, KX285415, KX285416, KX285417, KX285418, KX285842, KX285843",2021,3,9,2013,4,1,Eidolon bat coronavirus
mastomys natalensis,predict_mastv-115,105273,NA,TRUE,FALSE,mastomys,muridae,rodentia,mammalia,Mastomys natalensis,"Mastomys hildebrandtii, Myomys fumatus, Mus caffer, Mus fumatus, Mus fusca, Mus hildebrandtii, Mus illovoensis, Mystromys longicaudatus, Mus microdon, Mus muscardinus, Epimys panya, Mus tana, Mus ugandae, Epimys coucha durumae, Epimys concha ismailiae, Mastomys coucha komatiensis, Epimys coucha neumanni, Mastomys coucha ovamboensis, Rattus coucha tinctus, Mus coucha zuluensis",mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-115,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KY054014, KY054012, KY054013",2021,3,9,2013,4,1,PREDICT_MAstV-115
mastomys natalensis,paramyxovirus predict_pmv-64,105273,64320,TRUE,TRUE,mastomys,muridae,rodentia,mammalia,Mastomys natalensis,"Mastomys hildebrandtii, Myomys fumatus, Mus caffer, Mus fumatus, Mus fusca, Mus hildebrandtii, Mus illovoensis, Mystromys longicaudatus, Mus microdon, Mus muscardinus, Epimys panya, Mus tana, Mus ugandae, Epimys coucha durumae, Epimys concha ismailiae, Mastomys coucha komatiensis, Epimys coucha neumanni, Mastomys coucha ovamboensis, Rattus coucha tinctus, Mus coucha zuluensis",NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-64,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KP963873,2021,3,9,2013,4,1,PREDICT_PMV-64
mastomys natalensis,mopeia mammarenavirus,105273,11629,TRUE,TRUE,mastomys,muridae,rodentia,mammalia,Mastomys natalensis,"Mastomys hildebrandtii, Myomys fumatus, Mus caffer, Mus fumatus, Mus fusca, Mus hildebrandtii, Mus illovoensis, Mystromys longicaudatus, Mus microdon, Mus muscardinus, Epimys panya, Mus tana, Mus ugandae, Epimys coucha durumae, Epimys concha ismailiae, Mastomys coucha komatiensis, Epimys coucha neumanni, Mastomys coucha ovamboensis, Rattus coucha tinctus, Mus coucha zuluensis",mammarenavirus,arenaviridae,bunyavirales,ellioviricetes,strain of Mopeia virus,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK215203,2021,3,9,2013,4,1,Mopeia virus
megaloglossus woermanni,coronavirus predict cov-30,105273,64320,TRUE,TRUE,megaloglossus,pteropodidae,chiroptera,mammalia,Megaloglossus woermanni,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-30,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284984,2021,3,9,2013,4,1,PREDICT_CoV-30
micropteropus pusillus,kenya bat coronavirus/btky56/btky55,105273,2042604,TRUE,TRUE,micropteropus,pteropodidae,chiroptera,mammalia,Micropteropus pusillus,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus/BtKY56/BtKY55,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284985,2021,3,9,2013,4,1,Kenya bat coronavirus/BtKY56/BtKY55
miniopterus schreibersii,coronavirus predict cov-37,105273,64320,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-37,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285179,2021,3,9,2013,4,1,PREDICT_CoV-37
miniopterus schreibersii,bat coronavirus 1,105273,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285170, KX285171, KX285172, KX285173, KX285174, KX285175, KX285177, KX285178",2021,3,9,2013,4,1,Bat Coronavirus 1
miniopterus schreibersii,bat coronavirus hku6,105273,393045,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,Miniopterus schreibersi,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of bat coronavirus HKU6,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285176,2021,3,9,2013,4,1,bat coronavirus HKU6
mops condylurus,coronavirus predict cov-21,105273,64320,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-21,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285350,2021,3,9,2013,4,1,PREDICT_CoV-21
mops condylurus,predict_mastv-191,105273,NA,TRUE,FALSE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-191,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054043,2021,3,9,2013,4,1,PREDICT_MAstV-191
mops condylurus,chaerephon bat coronavirus/kenya/ky22/2006,105273,983929,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Chaerephon bat coronavirus/Kenya/KY22/2006,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285348, KX285351, KX285352, KX285354, KX285854, KX285855, KX285873, KX285874, KX285875",2021,3,9,2013,4,1,Chaerephon bat coronavirus/Kenya/KY22/2006
mops condylurus,chaerephon bat coronavirus/kenya/ky41/2006,105273,983923,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Chaerephon bat coronavirus/Kenya/KY41/2006,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285355,2021,3,9,2013,4,1,Chaerephon bat coronavirus/Kenya/KY41/2006
myotis altarium,paramyxovirus predict_pmv-43,105273,64320,TRUE,TRUE,myotis,vespertilionidae,chiroptera,mammalia,Myotis altarium,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-43,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KP963815,2021,3,9,2013,4,1,PREDICT_PMV-43
nasalis larvatus,predict_hv-52,105273,NA,TRUE,FALSE,nasalis,cercopithecidae,primates,mammalia,Nasalis larvatus,"Simia capistratus, Cercopithecus nasica, Nasalis recurvus, Nasalis larvatus orientalis",NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-52,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,PREDICT_HV-52
NA,adenovirus predict_adv-25,10111,64320,TRUE,TRUE,praomys,muridae,rodentia,mammalia,Praomys sp.,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-25,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325910,2021,3,9,2013,4,1,PREDICT_AdV-25
pygathrix nigripes,new macaque foamy virus,105273,693997,TRUE,FALSE,pygathrix,cercopithecidae,primates,mammalia,Pygathrix nigripes,Presbytis nemaeus moi,spumavirus,retroviridae,ortervirales,revtraviricetes,new strain of Macaque Foamy virus,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1,new Macaque Foamy virus
rhinolophus affinis,paramyxovirus predict_pmv-42,105273,64320,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-42,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KP963814,2021,3,9,2013,4,1,PREDICT_PMV-42
rhinolophus pusillus,predict_mastv-108,105273,NA,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-108,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054465,2021,3,9,2013,4,1,PREDICT_MAstV-108
rhinolophus sinicus,coronavirus predict cov-37,105273,64320,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-37,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285168, KX285169",2021,3,9,2013,4,1,PREDICT_CoV-37
rhinolophus sinicus,paramyxovirus predict_pmv-44,105273,64320,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-44,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KP963816, KP963817",2021,3,9,2013,4,1,PREDICT_PMV-44
rousettus aegyptiacus,predict_mastv-132,105273,NA,TRUE,FALSE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-132,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054020,2021,3,9,2013,4,1,PREDICT_MAstV-132
cercopithecus ascanius,papiine gammaherpesvirus 1,105273,106332,TRUE,TRUE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus ascanius,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,5,1,Papiine Herpesvirus 1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,105273,64320,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285420, KX285422, KX285423, KX285820, KX285823, KX285825, KX285827",2021,3,9,2013,5,1,Eidolon bat coronavirus
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,105273,64320,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285419, KX285421, KX285822, KX285824",2021,3,9,2013,5,1,Eidolon bat coronavirus
hipposideros ruber,human coronavirus 229e,105273,11137,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros ruber,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus 229E (Bat strain),TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285804,2021,3,9,2013,5,1,Coronavirus 229E
hipposideros ruber,coronavirus predict cov-44,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros ruber,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-44,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285826,2021,3,9,2013,5,1,PREDICT_CoV-44
lissonycteris angolensis,coronavirus predict cov-66,105273,64320,TRUE,TRUE,lissonycteris,pteropodidae,chiroptera,mammalia,Lissonycteris angolensis,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-66,TRUE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285426,2021,3,9,2013,5,1,PREDICT_CoV-66
macaca mulatta,macaque foamy virus,105273,693997,TRUE,FALSE,macaca,cercopithecidae,primates,mammalia,Macaca mulatta,"Simia erythraea, Simia fulvus, Macacus lasiotus, Pithecus littoralis, Macaca nipalensis, Macaca oinops, Simia rhesus, Inuus sancti-johannis, Macaca siamica, Macacus tcheliensis, Macacus vestitus, Inuus sanctijohannis, Macacus rhesus villosus, Macaca mulatta mcmahoni",spumavirus,retroviridae,ortervirales,revtraviricetes,strain of Macaque Foamy virus,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,5,1,Macaque Foamy virus
megaloglossus woermanni,coronavirus predict cov-30,105273,64320,TRUE,TRUE,megaloglossus,pteropodidae,chiroptera,mammalia,Megaloglossus woermanni,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-30,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284988,2021,3,9,2013,5,1,PREDICT_CoV-30
micropteropus pusillus,kenya bat coronavirus/btky56/btky55,105273,2042604,TRUE,TRUE,micropteropus,pteropodidae,chiroptera,mammalia,Micropteropus pusillus,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus/BtKY56/BtKY55,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX284986, KX284987, KX284989, KX284990",2021,3,9,2013,5,1,Kenya bat coronavirus/BtKY56/BtKY55
nycticebus pygmaeus,predict_hv-25,105273,NA,TRUE,FALSE,nycticebus,lorisidae,primates,mammalia,Nycticebus pygmaeus,Nycticebus intermedius,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-25,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,5,1,PREDICT_HV-25
nycticebus pygmaeus,murine coronavirus,105273,694005,TRUE,TRUE,nycticebus,lorisidae,primates,mammalia,Nycticebus pygmaeus,Nycticebus intermedius,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Murine coronavirus,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285756, KX285757",2021,3,9,2013,5,1,Murine coronavirus
pipistrellus coromandra,scotophilus bat coronavirus 512,105273,693999,TRUE,TRUE,pipistrellus,vespertilionidae,chiroptera,mammalia,Pipistrellus coromandra,Scotophilus coromandra,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus 512/2005,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285778,2021,3,9,2013,5,1,Bat coronavirus 512/2005
