Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay
rhinolophus coelophyllus,paramyxovirus predict_pmv-53,867891,1647253,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus coelophyllus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-53,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KP963898,2021,3,9,2013,11,1
miniopterus magnater,paramyxovirus predict_pmv-53,438766,1647253,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-53,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KP963899,2021,3,9,2013,11,1
potamochoerus porcus,predict_orbi-3,273791,NA,TRUE,FALSE,potamochoerus,suidae,artiodactyla,mammalia,Potamochoerus porcus,NA,orbivirus,reoviridae,reovirales,NA,PREDICT_Orbi-3,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,7,1
phataginus tricuspis,predict_orbi-4,358128,NA,TRUE,FALSE,phataginus,manidae,pholidota,mammalia,Manis tricuspis,NA,orbivirus,reoviridae,reovirales,NA,PREDICT_Orbi-4,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,7,1
philantomba monticola,predict_orbi-5,907742,NA,TRUE,FALSE,philantomba,bovidae,artiodactyla,mammalia,Philantomba monticola,NA,orbivirus,reoviridae,reovirales,NA,PREDICT_Orbi-5,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,7,1
macaca mulatta,predict_orbi-6,9544,NA,TRUE,FALSE,macaca,cercopithecidae,primates,mammalia,Macaca mulatta,NA,orbivirus,reoviridae,reovirales,NA,PREDICT_Orbi-6,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,3,1
macaca mulatta,predict_orbi-6,9544,NA,TRUE,FALSE,macaca,cercopithecidae,primates,mammalia,Macaca mulatta,NA,orbivirus,reoviridae,reovirales,NA,PREDICT_Orbi-6,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,2,1
cephalophus callipygus,predict_orbi-2,129223,NA,TRUE,FALSE,cephalophus,bovidae,artiodactyla,mammalia,Cephalophus callipygus,NA,orbivirus,reoviridae,reovirales,NA,PREDICT_Orbi-2,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,7,1
philantomba monticola,predict_orbi-2,907742,NA,TRUE,FALSE,philantomba,bovidae,artiodactyla,mammalia,Philantomba monticola,NA,orbivirus,reoviridae,reovirales,NA,PREDICT_Orbi-2,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,7,1
nyctimene cephalotes,predict_rbdv-12,170209,NA,TRUE,FALSE,nyctimene,pteropodidae,chiroptera,mammalia,Nyctimene cephalotes,NA,NA,rhabdoviridae,mononegavirales,NA,PREDICT_RbdV-12,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MG956848,2021,3,9,2013,1,1
miniopterus magnater,miniopterus schreibersii astrovirus 9,438766,1195292,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,NA,astroviridae,stellavirales,stelpaviricetes,strain of Miniopterus schreibersii Astrovirus 9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054318,2021,3,9,2013,11,1
miniopterus magnater,bat astrovirus afcd88,438766,2559933,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Bat Astrovirus AFCD88,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054212,2021,3,9,2013,11,1
miniopterus magnater,bat astrovirus afcd88,438766,2559933,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Bat Astrovirus AFCD88,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054213,2021,3,9,2013,11,1
miniopterus magnater,bat astrovirus afcd88,438766,2559933,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Bat Astrovirus AFCD88,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054214,2021,3,9,2013,11,1
taphozous melanopogon,mamastrovirus 12,187003,1239576,TRUE,TRUE,taphozous,emballonuridae,chiroptera,mammalia,Taphozous melanopogon,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Mamastrovirus-12,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054551,2021,3,9,2013,6,1
macaca mulatta,mamastrovirus 6,9544,1239570,TRUE,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca mulatta,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,strain of Mamastrovirus-6,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,3,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285910,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285911,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285912,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285913,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285914,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285915,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285916,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285917,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285918,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285919,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285920,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285921,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285922,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285923,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285924,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285925,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285926,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285927,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285928,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285929,2021,3,9,2013,6,1
eidolon helvum,adenovirus predict_adv-63,77214,2710996,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-63,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325887,2021,3,9,2011,4,1
rhinolophus alcyone,adenovirus predict_adv-64,249024,2710997,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus alcyone,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-64,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325899,2021,3,9,2011,6,1
rhinolophus landeri,adenovirus predict_adv-64,519039,2710997,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus landeri,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-64,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325900,2021,3,9,2011,6,1
rousettus aegyptiacus,adenovirus predict_adv-65,9407,2710998,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-65,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325820,2021,3,9,2009,12,1
hipposideros diadema,adenovirus predict_adv-67,59453,2558899,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros diadema,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-67,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK391623,2021,3,9,2014,1,1
doryrhina cyclops,adenovirus predict_adv-68,249021,2710999,TRUE,TRUE,doryrhina,hipposideridae,chiroptera,mammalia,Hipposideros cyclops,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-68,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325805,2021,3,9,2009,7,1
doryrhina cyclops,adenovirus predict_adv-68,249021,2710999,TRUE,TRUE,doryrhina,hipposideridae,chiroptera,mammalia,Hipposideros cyclops,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-68,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325867,2021,3,9,2010,9,1
doryrhina cyclops,adenovirus predict_adv-68,249021,2710999,TRUE,TRUE,doryrhina,hipposideridae,chiroptera,mammalia,Hipposideros cyclops,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-68,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325869,2021,3,9,2010,9,1
macaca mulatta,predict_adv-69,9544,NA,TRUE,FALSE,macaca,cercopithecidae,primates,mammalia,Macaca mulatta,NA,NA,adenoviridae,rowavirales,NA,PREDICT_AdV-69,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,2,1
sundamys muelleri,adenovirus predict_adv-70,83761,2558900,TRUE,TRUE,sundamys,muridae,rodentia,mammalia,Sundamys muelleri,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-70,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK391625,2021,3,9,2014,3,1
hipposideros diadema,adenovirus predict_adv-66,59453,2558898,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros diadema,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-66,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK391618,2021,3,9,2013,11,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285940,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285942,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285943,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285944,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285945,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285946,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285947,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285948,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285949,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285950,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285951,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285952,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285953,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285954,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285955,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285956,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285957,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285958,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285959,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285960,2021,3,9,2013,6,1
hipposideros galeritus,adenovirus predict_adv-66,58069,2558898,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros galeritus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-66,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK391622,2021,3,9,2014,1,1
hipposideros galeritus,adenovirus predict_adv-66,58069,2558898,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros galeritus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-66,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK391617,2021,3,9,2013,12,1
hipposideros galeritus,adenovirus predict_adv-66,58069,2558898,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros galeritus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-66,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK391621,2021,3,9,2013,12,1
hipposideros galeritus,adenovirus predict_adv-66,58069,2558898,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros galeritus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-66,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK391624,2021,3,9,2014,2,1
NA,adenovirus predict_adv-71,27659,2711000,TRUE,TRUE,sturnira,phyllostomidae,chiroptera,mammalia,Sturnira sp.,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-71,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325781,2021,3,9,2011,11,1
rhinophylla pumilio,adenovirus predict_adv-71,138707,2711000,TRUE,TRUE,rhinophylla,phyllostomidae,chiroptera,mammalia,Rhinophylla pumilio,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-71,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325779,2021,3,9,2011,9,1
macaca mulatta,predict_adv-72,9544,NA,TRUE,FALSE,macaca,cercopithecidae,primates,mammalia,Macaca mulatta,NA,NA,adenoviridae,rowavirales,NA,PREDICT_AdV-72,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,2,1
