HostOriginal,Accession,HostFlagID,VirusOriginal,CollectionYear,CollectionMonth,CollectionDay,ReleaseYear,ReleaseMonth,ReleaseDay,Database,DatabaseVersion,DetectionMethod,Virus,VirusGenus,VirusFamily,VirusOrder,VirusNCBIResolved,VirusTaxID,VirusClass,HostTaxID,HostNCBIResolved,Host,HostGenus,HostFamily,HostOrder,HostClass
Miniopterus magnater,KY054145,FALSE,PREDICT_MAstV-168,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-168,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Hipposideros larvatus,KY054146,FALSE,PREDICT_MAstV-168,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-168,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Hipposideros larvatus,KY054148,FALSE,PREDICT_MAstV-170,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-170,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Hipposideros larvatus,KY054149,FALSE,PREDICT_MAstV-170,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-170,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Hipposideros larvatus,KY054151,FALSE,PREDICT_MAstV-172,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-172,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Hipposideros larvatus,KY054152,FALSE,PREDICT_MAstV-172,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-172,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Miniopterus magnater,KY054153,FALSE,PREDICT_MAstV-172,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-172,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Hipposideros larvatus,KY054154,FALSE,PREDICT_MAstV-172,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-172,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Macaca mulatta,NA,FALSE,PREDICT_MAstV-111,2013,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-111,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Mus musculoides,MK325935,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325936,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325937,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325938,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325939,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325940,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325941,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Heimyscus fumosus,MK325942,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209871,TRUE,Heimyscus fumosus,Heimyscus,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325943,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325944,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Mus musculoides,MK325945,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325946,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325947,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325948,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Hylomyscus sp.,MK325949,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,34857,TRUE,NA,Hylomyscus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325950,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325951,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325952,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Hylomyscus sp.,MK325953,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,34857,TRUE,NA,Hylomyscus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325954,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Hylomyscus sp.,MK325955,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,34857,TRUE,NA,Hylomyscus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325956,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325957,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Vampyrum spectrum,NA,FALSE,PREDICT_HV-62,2012,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-62,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,148074,TRUE,Vampyrum spectrum,Vampyrum,Phyllostomidae,Chiroptera,Mammalia
Carollia perspicillata,NA,FALSE,PREDICT_HV-61,2011,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-61,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,40233,TRUE,Carollia perspicillata,Carollia,Phyllostomidae,Chiroptera,Mammalia
Molossus molossus,NA,FALSE,PREDICT_HV-60,2012,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-60,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,27622,TRUE,Molossus molossus,Molossus,Molossidae,Chiroptera,Mammalia
Hipposideros galeritus,NA,FALSE,PREDICT_HV-56,2013,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-56,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,58069,TRUE,Hipposideros galeritus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Hipposideros galeritus,NA,FALSE,PREDICT_HV-57,2013,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-57,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,58069,TRUE,Hipposideros galeritus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Hipposideros galeritus,NA,FALSE,PREDICT_HV-84,2014,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-84,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,58069,TRUE,Hipposideros galeritus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Pycnonotus plumosus,NA,FALSE,PREDICT_HV-58,2013,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-58,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,270475,TRUE,Pycnonotus plumosus,Pycnonotus,Pycnonotidae,Passeriformes,Aves
Lophocebus aterrimus,NA,FALSE,PREDICT_HV-88,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-88,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,75566,TRUE,Lophocebus aterrimus,Lophocebus,Cercopithecidae,Primates,Mammalia
Lophocebus aterrimus,NA,FALSE,PREDICT_HV-91,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-91,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,75566,TRUE,Lophocebus aterrimus,Lophocebus,Cercopithecidae,Primates,Mammalia
Cercopithecus ascanius,NA,FALSE,PREDICT_HV-89,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-89,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,36223,TRUE,Cercopithecus ascanius,Cercopithecus,Cercopithecidae,Primates,Mammalia
Rhinophylla pumilio,NA,FALSE,PREDICT_HV-63,2012,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-63,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,138707,TRUE,Rhinophylla pumilio,Rhinophylla,Phyllostomidae,Chiroptera,Mammalia
Mus musculoides,MK325979,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325980,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325981,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325982,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325983,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325984,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325985,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325986,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325987,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325988,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Heimyscus fumosus,MK325989,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209871,TRUE,Heimyscus fumosus,Heimyscus,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325990,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325991,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Mus musculoides,MK325992,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325993,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325994,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325995,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325996,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325997,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325998,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325999,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326000,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Hylomyscus sp.,MK326001,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,34857,TRUE,NA,Hylomyscus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326002,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054337,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054319,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054321,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054328,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054329,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054322,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054323,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054324,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,KY054325,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Heimyscus fumosus,KY054326,FALSE,PREDICT_MAstV-110,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_MAstV-110,Mamastrovirus,Astroviridae,Stellavirales,FALSE,NA,NA,209871,TRUE,Heimyscus fumosus,Heimyscus,Muridae,Rodentia,Mammalia
Rodentia,MK325758,FALSE,strain of Murine adenovirus 2,2012,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Murine mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,TRUE,1146873,Tectiliviricetes,9989,TRUE,NA,NA,NA,Rodentia,Mammalia
Rodentia,MK325760,FALSE,strain of Murine adenovirus 2,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Murine mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,TRUE,1146873,Tectiliviricetes,9989,TRUE,NA,NA,NA,Rodentia,Mammalia
Cricetomys sp.,MK325759,FALSE,strain of Murine adenovirus 2,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Murine mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,TRUE,1146873,Tectiliviricetes,10084,TRUE,NA,Cricetomys,Nesomyidae,Rodentia,Mammalia
Cricetomys emini,MK325757,FALSE,strain of Murine adenovirus 2,2011,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Murine mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,TRUE,1146873,Tectiliviricetes,107265,TRUE,Cricetomys emini,Cricetomys,Nesomyidae,Rodentia,Mammalia
Nasalis larvatus,MK325763,FALSE,PREDICT_AdV-77,2012,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-77,NA,Adenoviridae,Rowavirales,TRUE,2711004,Tectiliviricetes,43780,TRUE,Nasalis larvatus,Nasalis,Cercopithecidae,Primates,Mammalia
Micoureus demerarae,NA,FALSE,Juquitiba Virus,2012,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Juquitiba virus,Orthohantavirus,Hantaviridae,Bunyavirales,TRUE,430511,Ellioviricetes,42719,TRUE,Marmosa demerarae,Marmosa,Didelphidae,Didelphimorphia,Mammalia
Carollia perspicillata,NA,FALSE,Juquitiba Virus,2012,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Juquitiba virus,Orthohantavirus,Hantaviridae,Bunyavirales,TRUE,430511,Ellioviricetes,40233,TRUE,Carollia perspicillata,Carollia,Phyllostomidae,Chiroptera,Mammalia
Pteronotus parnellii,NA,FALSE,Juquitiba Virus,2012,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Juquitiba virus,Orthohantavirus,Hantaviridae,Bunyavirales,TRUE,430511,Ellioviricetes,59476,TRUE,Pteronotus parnellii,Pteronotus,Mormoopidae,Chiroptera,Mammalia
